source_id,sector,year,dimension,score,passage_excerpt,coder_id,confidence,review_status,notes
SRC_ELE_1978_PER,Electronics,1978,persistence,0,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1979_SPE,Machinery,1979,specificity,1,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1979_NET,Machinery,1979,network_breadth,0,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1979_ALL,Machinery,1979,allocation,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1980_PER,Machinery,1980,persistence,2,Synthetic passage for workflow demonstration only.,demo,high,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1980_SPE,Machinery,1980,specificity,1,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1980_NET,Machinery,1980,network_breadth,1,Synthetic passage for workflow demonstration only.,demo,medium,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1980_ALL,Machinery,1980,allocation,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1981_PER,Machinery,1981,persistence,2,Synthetic passage for workflow demonstration only.,demo,medium,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1981_SPE,Machinery,1981,specificity,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1981_NET,Machinery,1981,network_breadth,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1981_ALL,Machinery,1981,allocation,2,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1982_PER,Machinery,1982,persistence,2,Synthetic passage for workflow demonstration only.,demo,high,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1982_SPE,Machinery,1982,specificity,0,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1982_NET,Machinery,1982,network_breadth,1,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1982_ALL,Machinery,1982,allocation,1,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1983_PER,Machinery,1983,persistence,2,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1983_SPE,Machinery,1983,specificity,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1983_NET,Machinery,1983,network_breadth,0,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1983_ALL,Machinery,1983,allocation,1,Synthetic passage for workflow demonstration only.,demo,low,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1984_PER,Machinery,1984,persistence,0,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1984_SPE,Machinery,1984,specificity,2,Synthetic passage for workflow demonstration only.,demo,high,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1984_NET,Machinery,1984,network_breadth,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1984_ALL,Machinery,1984,allocation,0,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1985_PER,Machinery,1985,persistence,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1985_SPE,Machinery,1985,specificity,1,Synthetic passage for workflow demonstration only.,demo,high,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1985_NET,Machinery,1985,network_breadth,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1985_ALL,Machinery,1985,allocation,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1986_PER,Machinery,1986,persistence,2,Synthetic passage for workflow demonstration only.,demo,medium,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1986_SPE,Machinery,1986,specificity,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
SRC_MAC_1986_NET,Machinery,1986,network_breadth,0,Synthetic passage for workflow demonstration only.,demo,medium,needs_review,Synthetic data; no substantive interpretation.
SRC_MAC_1986_ALL,Machinery,1986,allocation,2,Synthetic passage for workflow demonstration only.,demo,high,accepted,Synthetic data; no substantive interpretation.
